Units_Sold,Revenue,Marketing_Spend,Holiday_Indicator,Season,Forecast_Demand
114.0,9284.102306001509,5028.590140979431,0,1,203.58
66.0,9578.471224618868,9991.98983178581,0,1,302.16
113.0,18742.78082761513,4471.073892406597,0,1,190.96
99.0,6953.647456514873,4130.673003479975,0,1,178.26
114.0,17644.1183109386,9231.150954403662,0,1,290.61
86.0,14605.874841974504,3965.192684600393,0,1,175.69
112.0,7104.955433642129,4888.049925846437,0,1,232.98
116.0,23043.28885359,1702.9939304274176,0,1,138.65
92.0,2182.604587865,9599.16149231928,0,1,298.44
100.0,5906.008644239739,1766.36116765812,0,1,141.62
87.0,13955.125043297709,7940.664401817917,0,1,252.15
134.0,7362.440324344759,5847.538544300593,0,1,271.47
98.0,14277.303988721482,1552.6462964278126,0,1,147.87
83.0,14441.62425044458,1015.3344523695056,0,1,124.67
87.0,16761.295509452513,9419.982746744165,0,1,283.65
104.0,10957.913488293045,7679.560638119895,0,1,248.02
117.0,22791.558130003392,7177.926191854735,0,1,234.64
75.0,7056.9010052026615,4947.008775392997,0,1,186.1
139.0,8237.563552653131,3147.5240803987967,0,1,202.52
109.0,12263.14675752231,7118.767672575165,0,1,260.66
112.0,15340.436605319692,6474.709617553893,0,1,279.92
101.0,10345.773085787978,7537.079753635027,0,1,264.08
104.0,12693.72415105834,4292.132666502359,0,1,173.58
100.0,9495.365379089397,9882.313844618711,0,1,313.43
124.0,14192.686813754295,1603.0778988567956,0,1,138.18
104.0,19912.590978839635,1717.3145533259262,0,1,139.12
119.0,13086.383287328232,9251.882628225536,1,1,332.99
95.0,6229.371721038351,6829.3579142713925,0,1,241.77
108.0,16910.034322204374,3937.00661363894,0,1,172.32
88.0,7107.337811259741,7857.574819305636,0,1,254.71
128.0,21365.41321572484,5074.960490677358,0,1,223.8
87.0,2630.1455474876416,1190.093579269589,0,1,135.8
98.0,7819.619516197316,6859.933024779616,0,1,247.83
98.0,3624.50878171768,3188.007433823706,0,1,159.23
97.0,3429.649211332217,2038.0160494906104,0,1,170.48
119.0,16482.704357473605,3027.458642494638,0,1,182.63
98.0,8757.305895877635,5285.420930163236,0,1,235.55
132.0,23346.33966156627,1448.7078815491625,0,1,161.41
88.0,9939.857383916702,8948.371481015929,0,1,277.09
107.0,7828.310439778165,6039.262149124257,0,1,238.01
88.0,13178.879985321164,3636.9656210387416,0,1,191.01
112.0,14820.178518367706,7183.043632798147,0,1,254.8
103.0,16884.48427017343,8238.128472819471,0,1,250.49
100.0,13584.588974153929,6525.321651851322,0,1,259.66
127.0,6357.926714881317,2822.452137194712,0,1,173.24
90.0,12659.02261020647,1992.5957813179928,0,1,168.83
115.0,10405.068390647271,8739.09727330048,0,1,273.37
87.0,8992.819853833516,3112.1867219656647,0,1,169.35
105.0,19517.57048143581,1180.7418760974797,0,1,136.1
78.0,6613.895210020369,6786.118973388268,0,1,247.28
89.0,11583.585470713237,2375.967968778816,0,1,130.95
100.0,8542.671201420311,9918.728377881176,0,1,275.51
138.0,5113.030736287547,8827.577485654707,0,1,309.55
103.0,10468.359841575491,6476.01153401096,0,1,232.02
134.0,17081.123487566805,8504.790783476892,0,1,277.58
105.0,9801.812219510615,5234.821306918266,0,1,204.21
93.0,8399.751931512807,8096.376200161917,0,1,252.22
131.0,21964.52535762988,6818.80197157436,0,1,259.96
108.0,2737.079749307301,1257.8018317269034,0,1,138.61
87.0,6368.86731295028,9538.819007975582,0,1,311.06
108.0,17940.561238932994,8748.276203770183,0,1,257.08
93.0,17269.67468775088,9580.666515338997,0,1,291.68
58.0,5464.407676178247,7582.293411047341,1,1,262.36
117.0,21058.006761709366,4708.548294954599,0,1,204.24
119.0,6641.0832159182,2862.86700957654,1,1,208.77
134.0,8020.820876787364,2619.967128092821,0,1,177.91
105.0,18093.017017452785,2304.2462354899444,0,1,164.33
91.0,16615.36180315933,2985.486783773659,0,1,165.34
112.0,6731.764282127377,5955.724120126558,0,1,215.09
112.0,3435.9756697672,7153.705569590569,0,1,238.25
127.0,4604.809773083878,3826.509049146414,0,1,199.09
93.0,6235.51518420032,5938.722725570771,0,1,217.54
90.0,14135.475049778075,4071.273935084652,0,1,183.28
79.0,8832.083791263141,7268.589763065963,0,1,262.47
103.0,10506.617135180948,9896.37598288226,0,1,298.21
61.0,7633.85644420269,7201.152715445952,0,1,195.07
107.0,19285.697165281705,1531.27519153888,0,1,151.23
103.0,3736.579237147291,5295.114620505904,0,1,199.76
102.0,14795.134983407632,7933.487433710777,0,1,248.79
92.0,17187.65640405351,5880.1744562822405,0,1,231.3
120.0,7008.360901981439,9559.56726750608,0,1,296.9
106.0,18104.6957885518,1492.945112837901,0,1,122.62
76.0,11068.97804318999,3620.3998896611024,0,1,182.4
75.0,1695.3252369874533,2986.4629687580973,0,1,120.22
69.0,4256.617070097632,7908.599815872299,0,1,262.5
97.0,12518.049525242075,5714.137616356061,0,1,215.13
65.0,7178.083972047176,2245.097902177052,0,1,129.5
106.0,12193.023698212604,3570.339371152852,0,1,169.41
110.0,6792.222407215088,5703.933906967373,0,1,227.63
66.0,9339.041232018484,9965.160831282845,0,1,306.82
79.0,5368.469234720967,4278.631216738346,0,1,158.91
82.0,7388.06010522198,2411.434876057258,0,2,145.66
99.0,8554.081620982957,5473.598732124922,0,2,232.32
113.0,15928.988949918736,3791.677395097592,0,2,188.63
46.0,1667.29286673704,6093.701414456933,0,2,171.4
73.0,4160.820579668033,5200.392725067034,0,2,192.15
73.0,4094.531508801792,7205.4092954127045,0,2,236.4
50.0,1975.822067041391,9228.616379807649,0,2,261.31
67.0,3843.595444767696,2804.6291569187592,0,2,138.64
85.0,10988.02209922732,8390.620633315582,0,2,287.32
70.0,10625.318953014772,9543.39143993682,0,2,256.62
44.0,6109.603299995451,4362.48713366166,0,2,185.92
131.0,13824.936293589206,2022.964305370289,0,2,159.08
78.0,2296.1813781887336,8397.200537046025,0,2,243.93
74.0,14253.973382347844,7309.86228494415,0,2,217.61
50.0,2512.6881475374275,2914.4098435064657,0,2,144.18
76.0,10664.004347149576,5007.012338642951,0,2,202.76
67.0,12349.46082271426,6201.929858408989,0,2,210.81
31.0,4513.596195573917,2528.686779862818,1,2,132.07
47.0,2784.699955998519,7434.215439666038,0,2,261.97
83.0,6377.996703534504,7208.944672549209,0,2,220.69
106.0,2696.327942571696,8984.139512604657,0,2,270.32
73.0,9511.643284665372,6105.456679853755,0,2,232.37
87.0,11339.470080605332,6168.817276260732,0,2,210.13
61.0,9185.996383512644,6574.4862037237135,0,2,215.35
62.0,1362.7185883159343,3464.049352437159,0,2,113.64
85.0,14212.97171901434,7827.452661502026,0,2,227.18
95.0,14531.95737154527,6962.493351363681,0,2,220.21
87.0,3946.284305147231,8552.310629148198,0,2,263.64
39.0,3220.3387970682297,7917.274044753436,0,2,219.16
58.0,7826.199881920023,6747.150074536562,0,2,222.06
64.0,6991.5799993125775,2448.0293581863907,0,2,155.45
53.0,2157.9992776180434,9272.32590887947,0,2,268.38
65.0,2321.9408890981017,4304.909632448335,0,2,164.1
73.0,11728.335770280324,9678.68711665086,0,2,282.2
75.0,3605.556093240433,4616.837218004925,0,2,196.55
88.0,4485.947955058226,2313.4446341485373,0,2,152.41
47.0,7969.60964051817,8963.557727497013,0,2,266.16
26.0,3384.813489755856,8155.528661158346,0,2,221.95
59.0,7602.079758595187,8076.664505018256,0,2,242.18
89.0,9459.119257240707,1804.6967565800635,1,2,159.65
41.0,5019.183206288907,8913.518497467703,0,2,238.4
63.0,8084.068288816337,6367.605734465749,0,2,199.38
63.0,12235.149503126202,5233.201626456583,0,2,182.41
52.0,3127.030157896542,9218.544592718246,0,2,246.01
47.0,2755.198070665884,6994.372172337463,0,2,227.32
28.0,848.381178034791,2197.2774146768734,0,2,123.74
0.0,0.0,5675.834584510333,1,2,172.94
23.0,2733.034628604164,6729.5492996280655,1,2,199.21
36.0,1440.8300409262256,9086.956279584709,0,2,252.92
65.0,5565.105540882791,3519.046915074101,0,2,139.32
41.0,2138.5344553442847,8148.104970826737,0,2,241.85
31.0,2469.6681114368075,8198.316134512716,0,2,217.39
23.0,4398.233661293686,2152.445363413127,0,2,121.06
53.0,7578.861722920245,1155.0986448028564,0,2,77.34
67.0,1431.283355589412,6232.687263086108,0,2,224.43
60.0,3927.087196868535,8105.309976618872,0,2,218.71
50.0,1093.2539237000112,5989.877418945674,0,2,209.57
8.0,1189.4106382269003,8320.127366798879,0,2,197.95
30.0,3134.877731099583,6600.728264207627,0,2,206.86
75.0,14919.252339494256,6879.631255050703,0,2,220.32
58.0,8818.609245076552,1253.3898318627305,0,2,95.78
4.0,452.897318749675,1797.383826274835,1,2,97.32
33.0,5439.950243556324,7525.266559442873,0,2,219.66
40.0,5874.586288885348,7865.589541386602,0,2,245.61
17.0,1085.955103566121,5879.601802578933,0,2,166.63
14.0,1616.2508525653416,6311.486147059311,0,2,168.61
33.0,3962.632425514381,6529.292558605698,0,2,172.2
15.0,1518.3255862410692,1944.9218696855448,0,2,75.18
14.0,731.5654095955122,7011.177438258371,0,2,182.07
22.0,1324.5414445652327,5306.229790858453,0,2,152.79
26.0,1835.3018364739005,6422.706790185512,0,2,185.04
28.0,611.6859528659453,6068.276459294703,0,2,194.09
10.0,1850.4990059051167,7867.00223608635,0,2,186.13
22.0,3156.9401266705763,3867.114373443832,0,2,152.17
9.0,1297.1800515708428,4361.736205607069,0,2,146.3
32.0,3936.6243355405386,4524.456758721217,0,2,176.02
32.0,4610.430255007701,7862.104892566112,0,2,233.52
19.0,3737.969920567836,4880.013596227317,0,2,118.92
42.0,3751.8121525167694,2593.6729453004923,0,2,125.87
2.0,296.50921127556296,9847.36873375326,0,2,217.9
37.0,3134.4631691543377,5440.43677568093,0,2,153.37
45.0,7819.7392698492895,1983.232748404568,0,2,137.47
44.0,7675.586566569077,7032.474603934322,0,2,220.36
18.0,3283.343218372091,7652.461217756353,0,2,212.86
37.0,776.3857394509097,5502.005550180059,0,2,196.28
18.0,1326.1402817873477,6818.114964495892,0,2,194.24
20.0,882.1276643257459,2554.073780344569,0,2,124.66
30.0,3051.525468606847,4311.30146752341,0,2,155.67
58.0,6332.494269571869,2456.457430344546,0,2,125.38
24.0,1585.5054650241118,4485.117307283275,0,2,168.2
1.0,150.22036856811266,6065.204699682272,0,2,166.4
47.0,3222.251807418681,4982.85466463722,0,2,179.71
19.0,3300.308503469086,6338.933566621666,0,0,197.28
8.0,415.82949012417305,5515.832560316966,0,0,198.55
29.0,2496.9682386747804,3860.329360615807,1,0,189.1
52.0,6864.145418851496,2290.743983089109,0,0,109.2
23.0,2966.087191717869,3274.055752791495,0,0,111.74
29.0,987.311964666849,2806.419267051399,0,0,99.49
21.0,3618.857554081784,7366.800643216395,0,0,203.35
27.0,3446.595576468708,8379.701599711429,0,0,253.1
16.0,2825.195500276645,7483.497447694832,0,0,207.78
20.0,3523.4880816203263,6793.6073229564245,1,0,203.57
16.0,1892.2458282800887,3770.6621843239263,1,0,147.05
2.0,367.8813246321176,7398.870031958601,0,0,205.43
13.0,2245.274249223487,6445.751139902317,0,0,193.49
19.0,3656.780470401257,1422.0403001886311,0,0,82.51
16.0,2769.43538785109,9168.50906554074,0,0,237.16
16.0,2685.0670908833104,1719.5845699147535,0,0,100.73
14.0,1462.7884113058171,5524.371137429549,0,0,157.72
35.0,2035.7956803809448,5617.622374471583,0,0,185.02
7.0,1287.4930036751125,8533.064698825434,0,0,208.8
24.0,3601.4124854470465,9217.607509381298,0,0,257.45
9.0,636.4315400016028,9457.082123588136,0,0,238.02
17.0,1383.446911632266,6127.049201310803,0,0,164.3
4.0,573.9765285371989,7111.380071904431,0,0,182.14
8.0,848.056924029286,1796.6787617130674,0,0,81.57
1.0,34.666861132346284,5391.2440975962,0,0,156.29
38.0,1727.5039489002938,9080.71033818056,0,0,250.36
16.0,2467.4682085154564,5101.274359342549,0,0,162.0
49.0,3877.983241209749,1626.3454189008755,0,0,109.95
20.0,2227.537942247341,2805.770281748082,0,0,109.31
36.0,5687.707179082847,4865.562301919452,0,0,141.09
33.0,5121.983026613952,3137.754744181472,0,0,126.69
18.0,901.1286871147672,4530.633268075486,0,0,161.28
17.0,641.085225061048,3996.656878024531,0,0,127.03
3.0,379.22223820114857,3870.3614753435686,1,0,124.3
55.0,8442.165451919273,1820.4814878115185,0,0,131.82
42.0,1966.7418102853023,8944.432219779279,0,0,239.87
2.0,173.9039034378189,7234.356281188719,0,0,168.16
10.0,1766.500392741753,6610.437176222122,0,0,188.89
18.0,3419.2829786554403,6458.2246728586615,0,0,183.16
31.0,3153.7092660992384,4568.520022431929,0,0,154.55
14.0,480.3801537576992,8409.8377796635,0,0,228.17
7.0,464.6975348149955,9370.359945351447,0,0,218.31
0.0,0.0,1050.5552409589702,0,0,57.68
14.0,882.1885757634636,1712.7862915420665,0,0,96.96
39.0,4247.049571762335,7074.780556296513,0,0,229.29
23.0,2874.5541980031044,3124.600504507649,0,0,132.6
0.0,0.0,9205.344988928937,0,0,215.63
28.0,5042.354272902805,7006.717586046294,0,0,189.73
8.0,1052.7623055248057,4314.621296428418,0,0,147.34
34.0,4335.1805892401935,4737.541625014872,1,0,166.22
67.0,13246.584720514467,7217.942547219022,0,0,248.0
9.0,1197.593243538863,2268.67692341929,0,0,98.17
33.0,6178.017346849038,8950.706922219484,1,0,278.22
2.0,143.05251004952504,1042.9452858716,0,0,61.88
15.0,948.3496239355434,9810.522579734796,0,0,240.25
19.0,2146.4939089396294,2508.8093232678484,0,0,97.72
15.0,1673.2441586189984,7679.002227524942,0,0,210.75
68.0,4132.159869682898,1359.3223633884447,0,0,99.23
13.0,1897.1942371458777,4882.8600913878345,0,0,164.85
32.0,810.6907988033533,6672.823140827237,0,0,188.98
18.0,2597.6427310602267,1632.0471183377565,0,0,104.28
29.0,2966.4685655636267,4989.641760099314,0,0,158.34
44.0,6336.939485893026,3728.2276279920025,0,0,136.24
11.0,1164.6196486702074,5484.192507704735,0,0,138.87
28.0,5485.762265738863,5541.188823722333,1,0,185.16
22.0,1765.3524063683462,8067.084452580778,0,0,224.46
24.0,4724.715087850317,2111.5407560040794,0,0,66.3
38.0,1204.4217665561914,1744.4764094271982,0,0,91.62
65.0,9300.001064663413,4617.012099149117,0,0,199.78
17.0,1729.9107727618311,8987.679274388793,0,0,215.85
9.0,1511.8629533581145,8697.425677048835,0,0,217.98
3.0,486.3926776471789,6039.936183532681,0,0,176.04
31.0,5085.172820447731,8998.964370739963,0,0,261.04
37.0,1370.9590713547814,8248.092377938407,0,0,235.02
17.0,2856.439041575562,3501.455140837445,1,0,146.8
44.0,2575.1980469545865,2530.956524012471,0,0,126.65
39.0,960.275452290424,3710.4085087903527,0,0,174.12
31.0,1834.982055839016,3044.060905949329,1,0,162.62
13.0,1381.5271449976087,6604.4691339282745,1,0,236.3
22.0,3378.760985249271,6264.092014971851,0,0,175.5
16.0,949.6615447986186,6385.936451075036,0,0,160.66
38.0,1532.971628937456,2703.73182842304,0,0,128.6
34.0,4633.319600746527,8126.764527487949,0,0,241.46
38.0,7489.862568702521,4902.634751883682,0,0,189.9
45.0,5767.049446893507,5252.067283298797,1,0,169.84
43.0,6208.783998315284,9972.656615901156,0,0,270.12
34.0,4114.344755728091,3540.4460736647334,0,0,121.07
38.0,6111.263358522967,4547.242036969397,0,0,151.81
10.0,1956.4479563770008,7088.168871136786,0,0,185.63
27.0,3184.4680549043387,8923.717181712173,0,0,242.42
41.0,3895.9139766613166,2141.02906015628,0,0,104.25
26.0,4546.405526229392,7615.412257844475,0,3,204.31
58.0,11283.963908854295,9264.524733959955,0,3,268.95
29.0,1254.3281653391448,4806.321520841821,0,3,140.36
47.0,5831.326367909008,3580.5423064016577,0,3,148.99
46.0,7481.568738280858,7099.634320974436,0,3,224.59
59.0,6844.06448276087,3214.6628611446235,0,3,129.3
63.0,5900.293619308039,4458.607718925575,0,3,185.02
60.0,8276.482068262543,9072.220366808226,1,3,276.88
5.0,343.1152850620134,6312.992973322396,0,3,195.22
72.0,5964.773308481268,1854.7953993985984,0,3,153.43
79.0,15690.17408929272,3967.277783017338,0,3,159.99
40.0,5382.550407496367,6645.3864860563845,0,3,198.22
55.0,9741.980253279638,5333.478734392101,0,3,161.28
33.0,5458.144967440632,6943.053850764316,0,3,234.85
13.0,1786.3177772820166,7852.972759123065,0,3,224.57
38.0,6510.586924018008,5325.536081842372,1,3,208.75
43.0,3082.60675465584,9882.565176717444,0,3,270.51
48.0,6464.686117738257,9232.064881065104,0,3,267.79
36.0,4547.110612115396,1539.1666546179067,0,3,92.65
42.0,5545.492181997687,3397.880239751965,0,3,128.69
57.0,2870.163572525914,3704.891610788056,0,3,165.0
43.0,3005.8611295850496,2658.613210030096,0,3,145.56
70.0,5011.8948167859935,3808.148527454322,0,3,179.13
74.0,9497.922885469206,4823.385696419142,0,3,200.71
109.0,21261.369794228605,1463.9588109321198,1,3,167.79
84.0,16105.501373874078,2145.7021251917304,1,3,145.78
68.0,4140.800128593886,1866.212909141354,0,3,127.22
51.0,3818.479331352972,1416.8524523198553,0,3,77.58
70.0,1854.3798427175057,5333.473182714566,0,3,156.53
72.0,6608.650044577748,4004.227749035306,0,3,182.74
56.0,9533.515146538066,9419.025066847402,1,3,279.26
83.0,15341.33098045293,1924.84481897564,0,3,138.05
40.0,2502.774652889194,9334.31802162105,0,3,271.45
64.0,4341.952334591428,1778.910556595133,0,3,122.69
81.0,4839.990324697628,6572.956119439916,0,3,231.47
65.0,5396.211740622572,3229.573036386883,0,3,158.28
68.0,11210.255038748268,8441.250818444874,1,3,275.56
70.0,9550.4041205442,1553.2734433597288,1,3,152.96
57.0,9203.753817281562,9572.573401926627,0,3,290.56
98.0,12244.6687157548,1425.3148029961014,0,3,115.96
55.0,3651.5574727855537,3170.0194147120046,0,3,135.92
83.0,5066.233052375409,5177.66253460651,0,3,182.0
85.0,1837.710799715372,7804.520979095939,0,3,261.11
59.0,9474.03029360265,9560.014457890322,0,3,272.1
80.0,13798.545656771934,4852.381881649384,0,3,167.26
62.0,9814.033811853124,7815.790844360855,0,3,233.81
109.0,3639.768372632988,7544.462990007149,0,3,256.11
59.0,9274.793680543977,6140.520057618159,1,3,236.58
69.0,1948.4317681263449,7218.272584907377,0,3,208.41
59.0,2301.398357801874,1342.600147595601,0,3,106.44
57.0,5659.277326289166,4974.196608077622,0,3,185.03
117.0,12367.656007957132,8072.746246540273,0,3,273.49
97.0,16189.431395362437,5267.990305024578,0,3,206.92
90.0,12808.33565106275,8861.541258042536,0,3,296.96
74.0,3522.224779367801,8502.740889082392,0,3,264.74
107.0,6495.587044986713,8771.014271551292,0,3,276.65
73.0,5213.771973719145,2169.970170653795,0,3,150.16
106.0,4479.673922638697,3197.2701210946348,0,3,157.22
73.0,5239.653806760291,1266.3754589091732,1,3,137.03
79.0,11940.665771775004,9845.206541767497,1,3,282.69
108.0,6852.844578885581,3125.243254750858,0,3,192.58
111.0,18910.48574826652,4303.84001034018,0,3,210.93
106.0,11078.384266988964,3474.3380250559258,0,3,170.34
74.0,5781.504339775259,1358.142605608756,0,3,126.99
87.0,8198.467517235353,3351.3220864909763,0,3,164.97
99.0,14623.231917376015,1883.7609958693647,0,3,148.99
80.0,9041.81492674226,4548.547777461262,0,3,197.03
125.0,2663.769939438806,9701.41706503098,0,3,301.49
51.0,9486.932911650989,7284.36134857436,0,3,198.65
84.0,2677.859565387998,7362.107108270931,0,3,269.72
90.0,17005.665850793048,5078.583399621297,0,3,194.92
44.0,1102.970363070833,8301.73609620503,0,3,240.54
73.0,11590.668461340872,9174.557502258029,0,3,254.3
115.0,13367.766459394066,9653.950054754388,0,3,307.41
103.0,11436.163388400126,1890.912004717767,0,3,146.8
135.0,4468.517611819309,8916.7960778183,0,3,306.57
135.0,8501.503751211365,3025.745952182748,1,3,189.21
113.0,18075.312429106005,4575.402117917505,1,3,228.35
112.0,20207.79817123748,4109.294752408237,0,3,183.22
107.0,12330.825797080386,7076.170360781154,0,3,250.08
53.0,4430.89600129916,6381.320862104124,0,3,212.91
79.0,2432.392418673078,1981.943872912324,0,3,108.83
110.0,15707.13481611354,8045.40366563065,0,3,247.49
121.0,8484.567180747235,4956.808616213465,0,3,205.9
115.0,3438.783900337439,1019.9965899668204,0,3,142.94
92.0,12866.504633873185,4730.529401747482,0,3,200.7
129.0,13858.41360585387,5646.98418172472,0,3,225.22
140.0,3101.4461724834428,1619.8721668740632,0,3,160.78
130.0,5195.622515088521,2360.217334745814,0,3,157.41
131.0,19107.18149161936,9942.149543417749,0,3,331.97
101.0,3177.5448351360355,8840.75861820237,0,1,285.37
134.0,23567.029124012926,2199.9467741198305,0,1,158.53
116.0,8820.492672528195,6222.784597266307,1,1,261.99
124.0,4459.035620140998,4413.189674956089,0,1,218.59
121.0,18967.515696500464,5893.663678299277,0,1,241.91
112.0,12812.45304657296,5234.816742106485,0,1,205.13
98.0,7369.13017117081,1433.3403252311623,0,1,131.36
114.0,10613.137971053378,3838.7827989170473,0,1,193.79
135.0,3220.3212131972687,2129.68523825314,0,1,186.92
107.0,14903.5738330094,5400.712830616729,0,1,229.64
134.0,11502.461377798283,9165.85047981589,0,1,326.89
131.0,19457.005894189297,9959.794953125896,0,1,337.56
111.0,14770.85949613189,9498.277616342242,0,1,326.53
145.0,19897.73425224416,9871.27412477329,0,1,342.54
110.0,17899.275677887763,1137.2168420231967,0,1,137.25
148.0,19774.05120794333,7565.02280599625,0,1,274.74
127.0,12112.074742469662,3456.5392915888265,0,1,209.44
118.0,10642.06141124366,8790.561804422232,0,1,269.74
101.0,4194.002700985078,8323.601415616382,0,1,264.84
117.0,18755.07828107045,4813.071182946587,0,1,219.26
115.0,18054.94474432067,5259.346075928417,0,1,241.64
94.0,6047.368371087056,3385.82502093285,0,1,167.85
115.0,20157.5155928516,3599.236325982717,0,1,181.99
104.0,13106.14098584056,9830.56981024436,0,1,312.63
132.0,14013.59937529492,8999.675998031571,1,1,318.66
146.0,3379.802806718031,2726.820749034773,0,1,197.74
96.0,8533.767691735386,3479.7221007843964,0,1,174.32
154.0,20839.393695492578,1977.8319375603403,0,1,170.76
118.0,4266.244072501265,9899.837046817222,0,1,316.49
101.0,10374.933675575629,9164.888654774928,0,1,273.49
136.0,27039.31208933188,5968.881882886577,1,1,248.24
112.0,16685.4189261348,7236.037935524131,0,1,238.5
119.0,14093.974410284363,7731.52245631589,0,1,250.1
113.0,13101.88887966082,2834.301047142025,0,1,170.71
104.0,2899.2823398734,9411.997035980416,0,1,308.87
135.0,25962.740829012848,5740.684423494549,1,1,256.1
115.0,21513.27756790039,1832.063837503842,0,1,160.28
92.0,13140.622008785394,4573.743470503022,0,1,199.76
132.0,4992.516796433628,6414.819005589103,0,1,254.6
96.0,5511.3697358302925,4175.4087232003285,0,1,177.11
97.0,5151.060496387719,7292.83984976648,0,1,260.64
144.0,16347.474333823591,8938.449823671594,0,1,321.57
96.0,5510.85095139431,7947.0291194391875,0,1,245.45
74.0,10748.063479768722,6783.922180875735,0,1,221.95
132.0,15594.662090632684,5609.417332704987,1,1,262.4
114.0,2642.3457929152905,3290.17137209122,0,1,192.47
115.0,17701.984806637985,5094.515484976899,0,1,189.12
113.0,6100.776503541313,3636.576164243594,0,1,180.34
124.0,20891.435871272708,9406.210429807525,0,1,299.6
104.0,8726.450582942167,9165.800412879948,0,1,264.91
148.0,11980.828274710797,2402.437449732216,0,1,190.46
89.0,1969.3137191669327,8403.581990747978,0,1,274.11
127.0,25119.48454962017,7326.232270801663,0,1,268.86
131.0,17051.06231767255,9776.90548504544,0,1,327.55
103.0,9897.417281088266,5169.759117401607,0,1,208.36
97.0,3627.00972189498,7499.569342729448,0,1,237.6
138.0,20126.83791351126,5660.955281155388,0,1,246.8
97.0,6876.474006059253,1624.6044702312015,0,1,136.06
104.0,20580.6169199899,1420.8827476309093,0,1,153.92
134.0,25607.202302681675,2099.002985918072,1,1,203.61
117.0,17825.348055586728,3665.719574671752,0,1,191.63
80.0,15583.435796074757,3332.0179523068778,0,1,179.97
150.0,5852.114286251596,7554.940018353102,0,1,277.03
104.0,7320.015549244126,7443.304614299118,0,1,292.93
106.0,6951.8819501356975,9742.551218644348,0,1,325.61
119.0,3922.51114419826,3793.517428981565,0,1,210.02
